Week,Kickoff,Guest,Home,Pts_G,Pts_H
12,2024-08-10 15:00 CET,Prague Lions,Fehervar Enthroners,,
12,2024-08-10 18:00 CET,Madrid Bravos,Frankfurt Galaxy,,
12,2024-08-11 13:00 CET,Raiders Tirol,Stuttgart Surge,,
12,2024-08-11 13:00 CET,Paris Musketeers,Cologne Centurions,,
12,2024-08-11 13:00 CET,Barcelona Dragons,Munich Ravens,,
12,2024-08-11 16:25 CET,Panthers Wroclaw,Berlin Thunder,,
12,2024-08-11 16:25 CET,Hamburg Sea Devils,Rhein Fire,,
13,2024-08-17 16:00 CET,Madrid Bravos,Paris Musketeers,,
13,2024-08-17 18:00 CET,Milano Seamen,Raiders Tirol,,
13,2024-08-17 18:00 CET,Fehervar Enthroners,Vienna Vikings,,
13,2024-08-17 18:00 CET,Munich Ravens,Helvetic Mercenaries,,
13,2024-08-17 13:00 CET,Frankfurt Galaxy,Panthers Wroclaw,,
13,2024-08-18 13:00 CET,Barcelona Dragons,Stuttgart Surge,,
13,2024-08-18 16:25 CET,Cologne Centurions,Hamburg Sea Devils,,
13,2024-08-18 16:25 CET,Berlin Thunder,Rhein Fire,,
14,2024-08-24 15:00 CET,Cologne Centurions,Fehervar Enthroners,,
14,2024-08-24 18:00 CET,Stuttgart Surge,Helvetic Mercenaries,,
14,2024-08-24 18:00 CET,Madrid Bravos,Hamburg Sea Devils,,
14,2024-08-25 19:00 CET,Barcelona Dragons,Milano Seamen,,
14,2024-08-25 13:00 CET,Paris Musketeers,Frankfurt Galaxy,,
14,2024-08-25 13:00 CET,Panthers Wroclaw,Prague Lions,,
14,2024-08-25 16:25 CET,Raiders Tirol,Munich Ravens,,
